headline,press,created_at,relation,prosorcons
"[사설] 현대차·GM 동맹, 미래차 선도 위해 기대되는 결단",헤럴드경제,2024.09.13.,1,y
"현대차-GM, 세계 최대 車동맹 결성… 中공세 맞선다",문화일보,2024.09.13.,1,y
"프란치스코 교황, 아이오닉5 타고 싱가포르 누볐다",문화일보,2024.09.13.,1,y
“HBM 넘사벽 만들겠다”… 126만평 ‘AI메모리 용인클러스터’ 박차[복...,문화일보,2024.09.13.,2,y
"‘R&D가 경쟁력’… 삼성전자, 2분기에만 8조500억 쏟아부었다[복합위기...",문화일보,2024.09.13.,2,y
이득이면 경쟁사와도 협력…완성차 합종연횡 면면 살펴보니,아시아경제,2024.09.13.,1,y
[美대선D-50 통상점검]대미흑자 60% 증가…美 거세질 명분만 넘친다,아시아경제,2024.09.13.,2,w
"""韓 투자로 美 제조업 르네상스…美 대선 누가 이기든 보호무역""",아시아경제,2024.09.13.,2,n
"현대차·GM, 생산부터 공급망까지 손잡는다",세계일보,2024.09.13.,1,y
"[국민을 위한 국민의 기업] 고령운전자, 안전운전하고 커피·기름값 받...",중앙일보,2024.09.13.,2,w
[국민을 위한 국민의 기업] [기고] 챗GPT·우버·국유특허권…오픈된 기...,중앙일보,2024.09.13.,1,w
"""철강 탈탄소 전환에 47조..정부 예산은 2097억 뿐""",이데일리,2024.09.13.,1,n
[단독]남은 건 이것 뿐…車담보대출 몰리는 저신용자,이데일리,2024.09.13.,1,n
“버핏의 코카콜라처럼…인도 소비재 장기투자로 주가수익에 배당까지...,이데일리,2024.09.13.,1,w
"완성차업체와 첫 MOU…현대차, GM과 손잡았다",서울신문,2024.09.13.,1,y
“급발진 의심사고 대부분 조작 실수” [경제 레이더],세계일보,2024.09.13.,1,n
현대차-GM ‘미래차 동맹’… 전기차 등 공동 개발-생산한다,동아일보,2024.09.13.,2,y
완성차 업계 “급발진 의심 대부분은 휴먼 에러”,동아일보,2024.09.13.,1,n
“전동킥보드 최고속도 시속 25㎞→20㎞로”,동아일보,2024.09.13.,1,w
"[시베리아·실크로드, 지구 반바퀴] 출발, 시베리아 초원으로",경기일보,2024.09.13.,2,w
[살며 사랑하며] 잠 못 드는 이에게 쓰는 편지,국민일보,2024.09.13.,1,w
[차장 칼럼] 400명 유학생 도주 사건의 전말,한국경제,2024.09.13.,1,n
법 위의 해외 플랫폼… ‘배째라식 대응’ 더 깊이 파헤쳤어야,조선일보,2024.09.13.,1,n
현대차·GM 기술협력…완성차 ‘프레너미’ 는다,중앙일보,2024.09.13.,2,y
현대차·GM 기술협력…완성차 ‘프레너미’ 는다,중앙일보,2024.09.13.,1,y
강원자치도의회 “국가적 재앙 직면 저출생 대응 전담 부서 구성해야”,강원일보,2024.09.13.,2,w
"너무 추워 잠 설쳤다, 더울 때 즐긴 ‘북극’",중앙일보,2024.09.13.,2,w
뽀얀 국물에 아삭한 깍두기… 진득한 추억이 살아난다 [김동기 셰프의 ...,세계일보,2024.09.14.,1,w
'탈한국급' 자율차 기술력 어떻길래…220억 뭉칫돈 몰린 이 회사,머니투데이,2024.09.14.,2,y
"10월 한은 피벗, 11월 미국 대선이 하반기 경제 최대변수",중앙SUNDAY,2024.09.14.,2,w
있으나마나 한 서울시 킥보드 주차장,조선일보,2024.09.14.,1,w
[사설] 현대차·GM의 포괄적 제휴…자동차판 한·미동맹 기대한다,한국경제,2024.09.14.,2,y
"美 배관공 연봉, 대졸의 3배… AI시대 대박난 블루칼라들",국민일보,2024.09.14.,2,w
'길치들의 구세주' 색깔 유도선…처음 칠할 땐 물병 날아들었죠,중앙SUNDAY,2024.09.14.,1,w
'캐즘' 틈타 하이브리드 질주 올해 수출 28만대 역대 최대,매일경제,2024.09.16.,2,y
"""그래도 전기차 시대는 온다""…차세대 전력망에 꼭 필요한 '이 회사'",머니투데이,2024.09.17.,2,y
"尹, 19일 체코 순방…세일즈 외교로 민심 반전 노린다",국제신문,2024.09.18.,1,w
"[fn사설] 베트남도 원전 건설 추진, 민관 수주 총력전 펴야",파이낸셜뉴스,2024.09.18.,2,w
"[데스크칼럼] 바보야, 문제는 민생이야",매일신문,2024.09.18.,2,w
‘해리스 탓’ 몰고간 트럼프 “오직 중요한 대통령만 총 맞아” [트럼...,세계일보,2024.09.18.,1,n
[고속버스 안전 빨간불] 달리는 시한폭탄 고속버스…안전 위협하는 인력...,매일신문,2024.09.18.,2,n
대한임베디드공학회 스마트센서연구회 기술세미나 개최,매일신문,2024.09.18.,1,w
"[주목! 대구경북혁신기업] 허성만 이모션 대표 ""모빌리티 산업 생태계에...",매일신문,2024.09.18.,2,y
"중국에 힘 싣는 獨·伊·스페인 ""EU 전기차 추가 관세에 반대""",파이낸셜뉴스,2024.09.18.,2,n
"윤 대통령, 19일 체코 순방 출국 '원전 세일즈 외교' 편다",한국경제,2024.09.18.,2,w
"고려아연 분쟁, 정치권 가세…'적대적 M&A' 놓고 여론전",한국경제,2024.09.18.,1,y
"현대차 체코공장, 친환경차 50만대 눈앞",한국경제,2024.09.18.,1,w
[여적] 풍년이 서러운 농심,경향신문,2024.09.18.,2,n
"벤츠, BYD와 中 합작 회사서 손 뗀다",한국경제,2024.09.18.,1,w
"트럼프 ""중요한 대통령만 총에 맞는다""",매일경제,2024.09.18.,1,y
현대차 유럽 거점 체코공장 친환경차 판매 50만대 눈앞,매일경제,2024.09.18.,2,w
대기업만 살림살이 나아졌는데... 내년 비과세·감세 혜택 더 늘어,한국일보,2024.09.18.,2,n
[만파식적] 차이나프리카,서울경제,2024.09.18.,1,y
베일 벗는 ‘밸류업 지수’… 지역 상장사 문턱 넘을까,부산일보,2024.09.18.,2,w
IPO 대어 몰려온다…'따따블 주인공'은 누구,한국경제,2024.09.18.,2,w
고점 신호? '버핏 측근' 벅셔해서웨이 지분 매각,한국경제,2024.09.18.,2,y
‘은행 찾기 힘드시죠?’…10년 새 점포 10개 중 4개 사라져,한겨레,2024.09.18.,1,y
"""자녀 용돈 불릴 종목, 삼바·파마리서치·하이닉스""",한국경제,2024.09.18.,2,y
[단독] 현대차 새 무기 EREV도 HMGMA서 생산…美 '전기차 왕좌' 노린다,서울경제,2024.09.18.,1,y
[단독]설비구축·인력 확보 마무리…현대차 HMGMA 내달 가동,서울경제,2024.09.18.,1,y
이젠 온라인에서 車 산다…올 거래액 5조원 넘을듯,한국경제,2024.09.18.,1,n
"현대자동차, 아이오닉 5 N, EV9 '세계 10대 엔진' 뽑혀",한국경제,2024.09.18.,1,y
"HS효성, 세계 1위 'PET 타이어코드' 앞세워 시장 개척",한국경제,2024.09.18.,2,y
"[단독]현대차, 구글 웨이모와 협력…로보택시 위탁생산 타진",전자신문,2024.09.18.,1,y
양질의 일자리가 국가 경쟁력 …'에너지 산업'서 해법 찾아야 [Science in...,매일경제,2024.09.18.,1,w
[단독] 전기화물차 보급 8월까지 1.2만대…연간 목표 5.7만대 '적신호',전자신문,2024.09.18.,2,y
"파운드리 1위 TSMC, 소부장 1위 일본에 또 투자…불안한 삼성",머니투데이,2024.09.18.,2,y
"부산 연제구, 전국 최초로 전기차 충전시설 지상 이전 지원 조례 제정",한겨레,2024.09.18.,2,y
무료 설치인데…통학버스 '숙취운전' 방지장치 무관심,서울경제,2024.09.18.,2,y
"EU, 25일 중국 전기차 관세 인상 최종 투표…독일·이탈리아 등 반대",전자신문,2024.09.18.,1,n
"현대차 체코공장, 현지 홍수피해 성금·차량 지원",서울경제,2024.09.18.,2,w
전기차 수요 부진… 도요타 전동화 전환 연기,디지털타임스,2024.09.18.,1,y
세계최대 상용차 전시회서…차세대 배터리 띄운 LG엔솔·삼성SDI,서울경제,2024.09.18.,1,n
"현대차 체코 공장, 홍수 피해 지역에 6억원 기부",전자신문,2024.09.18.,2,y
"[경제 활성화, 지역에서 찾자] 〈4〉강기정 광주시장 “AI 일상화 도시 ...",전자신문,2024.09.18.,1,w
"“전기 상용차 공략” LG엔솔·삼성SDI, 獨 전시회서 신기술 공개",전자신문,2024.09.18.,1,y
"삼성SDI, 독일서 LFP+ 배터리 공개…""전기 상용차 최적화""",머니투데이,2024.09.18.,1,y
"현대차 체코공장, 홍수 피해 복구비 6억 기부",디지털타임스,2024.09.18.,2,y
"""반중은 개나 줘라""…중국 전기차 수입액 1조 돌파",디지털타임스,2024.09.18.,2,y
국내 소형 SUV 시장 먹는 `전기차`… 1만6296대중 35.6% 차지,디지털타임스,2024.09.18.,1,w
[유현준의 도시 이야기] 멈춰 선 재건축을 살리는 방법,조선일보,2024.09.19.,1,n
"""車보험금 지급때 공학적 근거 활용… ‘나일롱 환자’ 줄 것"" [인터뷰]",파이낸셜뉴스,2024.09.19.,2,n
고려아연 경영권 분쟁에 국내 첨단산업 공급망 영향 ‘촉각',매일신문,2024.09.19.,2,w
"[이준기의 D사이언스] ""산학연 협력해 수소기술 경쟁력 제고… 각자도생...",디지털타임스,2024.09.19.,1,y
"""모의 재판하면서 한바탕 웃고나면 갑자기 무서워지죠""",한국경제,2024.09.19.,1,y
[여적] ‘개 먹는 이민자’는 어떻게 시작됐나,경향신문,2024.09.19.,2,y
최윤범-MBK 판세 가른다…지분 20.5% 쥔 캐스팅보트 23곳,한국경제,2024.09.19.,1,y
"""한국도 연내 0.5%p 인하 가능성… 내수회복 숨통 트일 것"" [美 '빅컷' 글...",파이낸셜뉴스,2024.09.19.,2,y
"""내수진작·대출 이자 경감 기대""... ""달러 약세땐 환차익 손실 우려"" [美...",파이낸셜뉴스,2024.09.19.,1,n
경남 '미래 모빌리티 기회특구' 지정 나선다,한국경제,2024.09.19.,2,w
현대차 ‘싼타크루즈’ 美 누적 10만대 돌파,파이낸셜뉴스,2024.09.19.,2,w
'대화하는 車' 대중화 현대차·기아 속도전,매일경제,2024.09.19.,1,n
"반도체·전기차 공장 늘려 韓, 미국 최대투자국 됐다",매일경제,2024.09.19.,2,y
"[이슈플러스]美 금리인하, 정부 모니터링 강화…내수 반전에 수출 기대...",전자신문,2024.09.19.,1,w
경남도 모빌리티 기업과 투자협약…기회발전특구 추진,서울경제,2024.09.19.,1,n
반격나선 고려아연…한투증권 백기사로,한국경제,2024.09.19.,2,y
"2030년 판매목표 35만대 낮췄다…현대차 ""내실 다질 것""",한국경제,2024.09.19.,2,y
부산시민상 대상에 현승훈 화승 회장,한국경제,2024.09.19.,1,y
피벗에 바빠진 여의도…신흥국·신종자본증권에 '주목',이데일리,2024.09.19.,1,y
"[고속버스 안전 빨간불] ""교통안전을 위한 지원과 인력 확충이 당장 절...",매일신문,2024.09.19.,1,n
"""2조 조달준비 완료"" ""이길 방법 찾았다""…고려아연 분쟁 격화[시그널]",서울경제,2024.09.19.,2,w
"현대차, KT 최대주주로 과기부 공익성 심사통과",매일경제,2024.09.19.,1,w
'포니정 혁신상'에 소설가 한강,한국경제,2024.09.19.,1,y
전기차 사용후배터리 재활용한 ‘스마트 버스승강장’ 천덕꾸러기 신세,한겨레,2024.09.19.,2,y
'포니정 혁신상'에 작가 한강,매일경제,2024.09.19.,1,y
美 ‘빅컷’에 아시아 증시 일제 상승…日닛케이지수 2%대 ↑,이데일리,2024.09.19.,1,w
이스라엘 “전쟁 새 단계” 선언···레바논선 ‘삐삐’ 이어 무전기도...,경향신문,2024.09.19.,2,n
"SK일렉링크, 10월 `찾아가는 전기차 충전서비스`",디지털타임스,2024.09.19.,2,y
"전문가들 “美 ‘빅 컷’ 이후 투자, 중소형주·단기 채권 수혜 입을 것...",조선일보,2024.09.19.,1,w
"[단독] ""되는 사업도 더 잘 되게""…롯데케미칼, 여수2공장 MMA 생산 최적...",디지털타임스,2024.09.19.,2,w
방사성의약품 개발 '셀비온' 24일 수요예측 [위클리 마켓],매일경제,2024.09.19.,1,y
[기고]전기차 포비아 현실적 대책,전자신문,2024.09.19.,1,w
[카&테크]기아 EV3서 즐기는 '하만카돈 사운드 시스템',전자신문,2024.09.19.,1,n
[데스크라인]똑똑한 소비자가 좋은 차 만든다,전자신문,2024.09.19.,2,y
[정구민의 테크읽기]성장하는 ITS 시장을 위한 노력,전자신문,2024.09.19.,1,y
"SUV 열풍 올라탄 르노·KGM, 내수시장 부활 '신호탄' 쏠까",머니투데이,2024.09.19.,2,y
[TV] 노년의 월트와 몽족 출신 이민자 가족의 우정,매일신문,2024.09.19.,2,w
"가전·스마트폰 위기의식…삼성, '4대 신사업' 드라이브 건다",이데일리,2024.09.19.,2,w
[단독]인재 양성 시급한데…반도체 계약학과 자퇴생 급증,이데일리,2024.09.19.,2,n
"현대차그룹, KT 1대주주 지위 확보 공익성심사 통과",전자신문,2024.09.19.,1,y
EU 관세폭탄 피해가는 中… 머리 아파진 현대차·기아,디지털타임스,2024.09.19.,1,n
보령시 탄소중립도시로의 전환 준비 박차,대전일보,2024.09.19.,2,w
[시대의 창] 구미·영천 경부고속도로 직선화와 상생,매일신문,2024.09.19.,2,w
"위브링, 국내 체류 외국인 위한 맞춤형 보험 상품 출시",머니투데이,2024.09.19.,2,w
"폭스바겐, 中 난징 공장 운영중단 계획… 추가폐쇄도 검토",문화일보,2024.09.19.,1,n
車 운반선 부족… 코로나 전보다 용선료 5배로 ↑,문화일보,2024.09.19.,1,n
"경남도, 미래 모빌리티 분야 기회발전특구 추진",문화일보,2024.09.19.,2,y
플랫폼으로 진화하는 제품 [안드레이 학주 - HIC],헤럴드경제,2024.09.19.,2,w
현대차·기아 ‘2024 IDEA디자인 어워드’ 석권...금상 등 12개 수상,헤럴드경제,2024.09.19.,1,y
호텔커피숍 착각...힐링충전 BMW충전소,헤럴드경제,2024.09.19.,2,w
"현대차 체코공장, 친환경차 50만대 판매 눈앞",헤럴드경제,2024.09.19.,1,y
"현대차, KT 최대주주 됐다",서울경제,2024.09.19.,1,y
"슈퍼사이클→먹구름?...반도체, 진짜 한치 앞도 모르겠다",헤럴드경제,2024.09.19.,2,n
"車 수출액, 4.3% 줄어… 내수·생산 동반 감소",디지털타임스,2024.09.19.,1,n
8월 하이브리드차 수출액 10억7000만달러…사상 최고실적,이데일리,2024.09.19.,1,y
이젠 우버 대신 로보택시?…운전자 없는 '웨이모' 타 보니[르포],이데일리,2024.09.19.,2,y
‘AI 눈’으로… 안전모 미착용 잡아내고 정밀 부품 오차없이 분류[복합...,문화일보,2024.09.19.,2,y
"넥센타이어, 기아 EV3 신차용 타이어 '엔페라 슈프림 S' 공급",머니투데이,2024.09.19.,1,y
"""중국산 막아라"" 신흥국까지 나섰다…포위당하는 '세계의 공장'",머니투데이,2024.09.19.,2,w
“인도 주행 불법인가요?”…전동스쿠터·킥보드 이용자들 ‘아리송’,아시아경제,2024.09.19.,2,w
제네시스-메트로폴리탄 미술관 파트너십 첫번째 전시 개막,국민일보,2024.09.19.,2,w
[가정예배 365-9월 19일] 내 삶이 흔들릴 때,국민일보,2024.09.19.,1,w
"“폰에 악성코드 심어 과열 폭발시키기도”… 이스라엘, 과거에도 하마...",동아일보,2024.09.19.,2,y
"경기 안산시, 대형자동차 임시주차장 3곳 운영",동아일보,2024.09.19.,2,y
"LG엔솔-삼성SDI, 차세대 배터리 공개",동아일보,2024.09.19.,1,w
미래 먹거리로 거듭날 한국의 원자력 기술[기고/윤지웅],동아일보,2024.09.19.,2,w
미래 먹거리로 거듭날 한국의 원자력 기술[기고/윤지웅],동아일보,2024.09.19.,1,w
"보급형 EV 시대, 소형화 바람 거세져",동아일보,2024.09.19.,1,n
"전기차 충전 인프라 부족, 불안 호소 차주 는다",국민일보,2024.09.19.,1,w
"대통령·총리 경호차, 법무장관 전용차는 ‘연두색 번호판’ 제외",국민일보,2024.09.19.,1,w
생보·손보 경계 흐릿한 ‘그레이 존’에서 신상품 경쟁 치열,국민일보,2024.09.19.,1,y
"현대차 유럽 거점 체코 공장, 누적 판매 50만대 돌파 눈앞",국민일보,2024.09.19.,2,w
"물고기에게 잡아먹힌 실뱀장어, 아가미로 탈출했다는데…",조선일보,2024.09.19.,2,y
날개 단 인도 증시… ETF 등 투자 상품 줄이어,조선일보,2024.09.19.,2,w
소액주주·지자체까지 뛰어든 고려아연 경영권 분쟁,조선일보,2024.09.19.,1,y
[김동원의 이코노믹스] 자영업 등 내수 산업 침몰 막기 위한 적극적 대...,중앙일보,2024.09.19.,2,y
중국 전기차 한국서 대박… 올 수입액 벌써 1조원 돌파,국민일보,2024.09.19.,2,y
‘메이드 인 차이나’ 테슬라까지…중국산 전기차 수입 1조 돌파,중앙일보,2024.09.19.,1,y
